QQ,Info
68,各有所长 顺手 好 时间 限制 才 会 认真 下载 其实 意味着 准备 包多 奔 快速 9000 包 具体 功能 面向 具体 问题 范围 直接 帐号 忘 至今 未 听课 希望 安慰 新 一定 好 本轮 火热 神经网络 深度 学习 之前 20 年 静静地 走 路 机器人 猜 没有 听到 解决 当前 遇到 问题 需要 直接 转化 价值 信息 新旧 相对 出现 时间 遇到 时间 排列 评教 权利 这是 评学 大家 冷静 才 教学相长 萝卜 白菜 各有所爱 机器人 表达 优化 判断 学生 评教 反馈 信息 实际 课堂 效果 永恒 课题 学校 每门 课 小量 评教 信息 样本 教师 做 是否 好 课 判断 老师 感觉 公平 学校 必需 评 希望 深度 学习 问题 提供 新思路 纲举目张 抓大放小 老 教授 传下来 一句 话 请问 python   爬虫 数据处理   高手   想到 东莞 松山湖 工作 玩 科技园区 一家 企业 15k 左右 急招 两位 工程师 欢迎 咨询 合则 马上 入职   企业 急招 借群 求救 python 人才 不好 找 想着 爬 回去 机器 学习 分析 小 东莞 抢 北上 广深 杭州 意向 咨询 13622686039 刘小姐 直接 联系 QQ948926364 若有 打扰 请谅解 应届生 工作 经验 企业 欢迎 数据处理 爬 爬 爬 网上 爬虫 平台 点点 网页内容 抓 回来 职位 描述 动不动 就加 机器 学习 经验 早点 准备
394,的确   原始 net js 数据 开放 接口   做 数据分析   对接 python   需要 整合 24 感觉 挂   小朋友 逼
96,课件 没有 传到 群 文件 中 不行
29,直播 QQ 群
249,找回 账号
47,http url cn 432lmWi 好 课程 资料 下载 下来
88,道理
377,段时间 一篇 报告   最新 jvm 很多 操作 性能   C C++ 相差 不到 一倍 感觉 机器 学习 托 大家 后腿 大家 懂 直播 准备 中 要死 机器 学习 进不去 进去 恩 多刷 几次
290,大 公司 python 机器 学习 代码 丢 集群 去 跑   纠结 语言 本身 意义 大 除法 做 两遍   做 一遍   直接 大小 步数 少 没用   还要 考虑 一步 代价
136,spark   mlib 无所谓
145,集群 类似 spark 工具 张宇 概率论 数理统计 讲 好书 滴 请问 代码 强烈推荐 张宇 高等数学 18 讲 配合 视频 超 有意思 好 懂 视频 有书 mathytape Hi 正在 使用 百度网 盘 大家 分享 mathtype6 破解版 中文 zip 快 来看 看吧 http pan baidu com share link shareid 3317603772 uk 3238618763
198,请问 讲义 详细 解释 有点 看不懂 算了 直播 好难 想 哭
84,昨天 语言 讨论 OpenStack     Python   写 国内 很多 云 厂商 基于   OpenStack   扩充 Python   商业化 没什么 问题
339,大家 好
208,特征 维度 几个 维度 一起 求导   求 x1 x2 面对 xj 求导 是从 N   N   没有 区别 每个 分量 分别 求导 额 不是 问 问题     每个 分量 求导 个人 理解   定义   前面 极限 叫做     后面 定理 主要 证明 极限 存在   极限 名字   当然 觉得 老师 没有 分开 仅仅 表达 极限 存在 相等 ABATC 方阵 就行了 细节 有待 商榷 客气 看来 留给 时间 已经 不多 等于 2x 看成 二维 给出 二维 图 看成 二维
312,稳 latex 稳 定义 稳 张宇   斜眼 笑 感觉 配合 视频 不错 斜眼 笑 电脑 开 课件 手机 直播 今晚 电脑 敲一敲 楼上 广州 朋友 吼 老哥 两天 python 发现 每次 入门 一次 吼 带带 课件 有传 群里 好 谢谢 老师 老哥 idle 先用 idle 好 昨天 python 嘿嘿嘿 这节 课 讲 几点 吖 我边 监考 会 发卷 前 几课 不用 下课 再装 20 正式 八点 不行 刚刚 好像 没有 目前 代码
31,求 偏导 Pycharm 好 想 问 咋们 视频 回放 电脑 是不是 少 安装 插件 是从 谢谢 试试 我用 浏览器 试试 Edge 应该 spicy 装上 转
140,latex 集成 ppt 中 支付 开团 成功 今天 有课
151,看过 视频 不是 可能 不太妥 邹 老师 事 大家 解决 先 解决 不行 等到 上课 提问 不是 人 第一次 这种 互动 课 之前 mooc 有点 激动 跟上 大家 谈话 数学 忽然 来看 文风 已经 突变 老师 高数 完 讲 概率 大一 高数 老师 地中海 认为 学好 高数 会 成为 地中海
255,请问 网上 课件 月 号 讲 一次 讲
201,应该 每次 课 一周 三次 共 三个 离散 型 没有 概率密度 长安 识别码 免费 听课
176,邹 老师 推荐 参考书
59,同求 正好 前 几天 看过 图像 画面
340,号 上课   上课 带 留级 刚 下班 路过 昨晚 视频 第二天 以后 天天 加班 越欠 越 估计 一年 看不完 回放 文档 视频 视频 哪里找 正在 昨晚 录屏 听 天书 一脸 懵 逼 老师 公式 必须 会 推倒 程序员 学找 学会 使用 算法 去 实现 业务 功能 公式 一脸 蒙蔽 需要 公式 掌握 程度   做 算法 做运维   现在 IT 行业 所谓 大 数据 机器 学习 偏 分析 算法 方面 现在 公司 纯 做 大 数据 感觉 大 数据 机器 学习 区别 使用 算法 好 数据分析 包 装 pip   install   老师 搭建 好 Python 开发 虚拟环境 virtual env 放在 群里 大家 下载 使用 入门 书籍 Python 核心 编程 买 书 其实 网上 找 Python 核心 编程 pdf 版 应该 其实 买 书 翻 两次 每次 大半天   敲 快速 掌握 Python 语法 必要 掌握 太 会 基本 语法 够用 号 好 赶紧   好人 女朋友 互相学习 学完 说不定 孩子 公司 下次 去面 超图 真 高大 来来来 讨论 PHP 是不是 最好 语言 没玩过 这句 话 不是 梗 鬼 柿子 捡 软 捏 思考 估计 小象 不是 实时 看着 群 说话 看不见 偶尔 瞅 一眼 瞅 关键 学到 几成 做 知识 图谱 算法 老师 讲 算法 有点 老是 爬虫 出身 爬虫 出身 出来 做 笑 哭 NLTK 不是 处理 英文 今天 考研 成绩 出来 搭 服务器 使用   github 河南 出来 晚 这是 典故
